大区分,品名,相数,容量,1次,2次,結線,CP,コード,型式,定価,貴社仕切
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3374,3MT3P75K663K2C,"¥10,737,000","¥3,204,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3304,3MT3P100K663K2C,"¥11,892,000","¥3,549,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3314,3MT3P150K663K2C,"¥14,606,000","¥4,360,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3324,3MT3P200K663K2C,"¥17,320,000","¥5,170,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3334,3MT3P300K663K2C,"¥22,751,000","¥6,791,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3354,3MT3P500K663K2C,"¥33,606,000","¥10,031,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3374,3MT3P750K663K2C,"¥41,808,000","¥12,480,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3304,3MT3P1000K663K2C,"¥52,767,000","¥15,751,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3314,3MT3P1500K663K2C,"¥77,597,000","¥23,163,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS6-3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3324,3MT3P2000K663K2C,"¥101,914,000","¥30,422,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3325,3MT3P20K63K2C,"¥5,899,000","¥1,760,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3335,3MT3P30K63K2C,"¥6,418,000","¥1,915,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),210, Y/Y,CP,1432-3355,3MT3P50K63K2C,"¥7,283,000","¥2,174,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3475,3MT3P75K63K2C,"¥8,519,000","¥2,542,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3305,3MT3P100K63K2C,"¥9,434,000","¥2,816,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3415,3MT3P150K63K2C,"¥11,585,000","¥3,458,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1433-3325,3MT3P200K63K2C,"¥13,745,000","¥4,102,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3335,3MT3P300K63K2C,"¥18,049,000","¥5,387,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS3K(5ﾀｯﾌﾟ),210,Y/Δ,CP,1434-3355,3MT3P500K63K2C,"¥26,656,000","¥7,956,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3375,3MT3P750K63K2C,"¥33,161,000","¥9,898,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3305,3MT3P1000K63K2C,"¥41,851,000","¥12,492,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3315,3MT3P1500K63K2C,"¥61,545,000","¥18,371,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS3K(5ﾀｯﾌﾟ),210, Δ/Δ,CP,1434-3325,3MT3P2000K63K2C,"¥80,828,000","¥24,127,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3521,3MT3P20K66K4,"¥6,154,000","¥1,836,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3531,3MT3P30K66K4,"¥6,694,000","¥1,998,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3551,3MT3P50K66K4,"¥7,602,000","¥2,269,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3571,3MT3P75K66K4,"¥8,146,000","¥2,431,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3501,3MT3P100K66K4,"¥9,028,000","¥2,694,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3611,3MT3P150K66K4,"¥11,082,000","¥3,308,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3521,3MT3P200K66K4,"¥13,143,000","¥3,923,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3531,3MT3P300K66K4,"¥17,264,000","¥5,153,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3551,3MT3P500K66K4,"¥25,499,000","¥7,611,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3571,3MT3P750K66K4,"¥30,278,000","¥9,038,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3501,3MT3P1000K66K4,"¥38,211,000","¥11,406,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3511,3MT3P1500K66K4,"¥50,844,000","¥15,177,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3521,3MT3P2000K66K4,"¥66,773,000","¥19,932,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3522,3MT3P20K66K4C,"¥6,774,000","¥2,022,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3532,3MT3P30K66K4C,"¥7,366,000","¥2,198,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3552,3MT3P50K66K4C,"¥8,362,000","¥2,496,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3572,3MT3P75K66K4C,"¥8,968,000","¥2,676,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3502,3MT3P100K66K4C,"¥9,929,000","¥2,963,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3512,3MT3P150K66K4C,"¥12,193,000","¥3,639,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3522,3MT3P200K66K4C,"¥14,459,000","¥4,316,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3532,3MT3P300K66K4C,"¥18,988,000","¥5,668,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3552,3MT3P500K66K4C,"¥28,052,000","¥8,373,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3572,3MT3P750K66K4C,"¥33,310,000","¥9,943,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3502,3MT3P1000K66K4C,"¥42,039,000","¥12,548,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3512,3MT3P1500K66K4C,"¥55,925,000","¥16,694,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS6K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3522,3MT3P2000K66K4C,"¥73,455,000","¥21,926,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3323,3MT3P20K663K4,"¥8,311,000","¥2,480,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3333,3MT3P30K663K4,"¥9,037,000","¥2,697,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3353,3MT3P50K663K4,"¥10,258,000","¥3,062,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3373,3MT3P75K663K4,"¥10,998,000","¥3,282,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3303,3MT3P100K663K4,"¥12,178,000","¥3,635,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3313,3MT3P150K663K4,"¥14,962,000","¥4,466,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3323,3MT3P200K663K4,"¥17,745,000","¥5,296,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3333,3MT3P300K663K4,"¥23,310,000","¥6,958,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3353,3MT3P500K663K4,"¥34,424,000","¥10,275,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3373,3MT3P750K663K4,"¥40,875,000","¥12,201,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3303,3MT3P1000K663K4,"¥51,584,000","¥15,398,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3424,3MT3P20K63K4,"¥6,469,000","¥1,930,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3434,3MT3P30K63K4,"¥7,029,000","¥2,098,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,無,1432-3454,3MT3P50K63K4,"¥7,980,000","¥2,382,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3474,3MT3P75K63K4,"¥8,556,000","¥2,554,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3404,3MT3P100K63K4,"¥9,473,000","¥2,827,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3414,3MT3P150K63K4,"¥11,641,000","¥3,474,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1433-3424,3MT3P200K63K4,"¥13,801,000","¥4,119,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3434,3MT3P300K63K4,"¥18,129,000","¥5,411,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3454,3MT3P500K63K4,"¥26,779,000","¥7,993,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3474,3MT3P750K63K4,"¥31,796,000","¥9,491,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3404,3MT3P1000K63K4,"¥40,125,000","¥11,977,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1500,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3413,3MT3P1500K63K4,"¥53,386,000","¥15,936,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,2000,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,無,1434-3424,3MT3P2000K63K4,"¥70,115,000","¥20,929,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3425,3MT3P20K663K4C,"¥8,922,000","¥2,663,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3435,3MT3P30K663K4C,"¥9,706,000","¥2,897,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS6-3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3455,3MT3P50K663K4C,"¥11,015,000","¥3,288,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3575,3MT3P75K663K4C,"¥11,811,000","¥3,525,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3405,3MT3P100K663K4C,"¥13,084,000","¥3,905,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3615,3MT3P150K663K4C,"¥16,071,000","¥4,797,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3425,3MT3P200K663K4C,"¥19,059,000","¥5,689,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,300,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3435,3MT3P300K663K4C,"¥25,032,000","¥7,472,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,500,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3455,3MT3P500K663K4C,"¥36,970,000","¥11,035,600"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,750,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3475,3MT3P750K663K4C,"¥43,906,000","¥13,106,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,1000,JIS6-3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1434-3405,3MT3P1000K663K4C,"¥55,409,000","¥16,540,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,20,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3426,3MT3P20K63K4C,"¥7,080,000","¥2,113,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,30,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3436,3MT3P30K63K4C,"¥7,701,000","¥2,298,800"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,50,JIS3K(3ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1432-3456,3MT3P50K63K4C,"¥8,737,000","¥2,608,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,75,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3476,3MT3P75K63K4C,"¥9,371,000","¥2,797,200"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,100,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3406,3MT3P100K63K4C,"¥10,379,000","¥3,098,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,150,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3416,3MT3P150K63K4C,"¥12,744,000","¥3,804,000"
ﾓｰﾙﾄﾞﾄﾗﾝｽ,ﾄｯﾌﾟﾗﾝﾅｰⅢ ﾓｰﾙﾄﾞ 60Hz,3,200,JIS3K(5ﾀｯﾌﾟ),440-254,Δ/Yn,CP,1433-3426,3MT3P200K63K4C,"¥15,116,000","¥4,512,000"
